description,established,id,name,organic,resource_url,website
"We are the first, and only, licensed and bonded cidery in the Piedmont of the Carolinas.  We produce various types of Award Winning Hand-Crafted Hard Ciders with a commitment to sustainable agricultural practices.
 
As an extension of Windy Hill Orchard and Cidery, we are family owned and operated and located in York, SC.
 
Please be sure to visit our facebook page and our orchard website for details about upcoming events, product news, and hours and directions.",2011,eGtqKZ,Windy Hill Orchard & Cidery,False,brewery,http://windyhillorchard.com/yorkcider/
"Craft brewing has been a passionate sideline for Freycinet winemaker Claudio Radenti and partner Lindy Bull for more than a decade. Hazards Ale was originally brewed at the St Ives brew-pub in Hobart; currently it’s being produced by Australian Independent Breweries in Sydney using Tasmanian grown malted barley and hops. The beer’s spiritual home is undoubtedly the Hazards Bar at Freycinet Lodge where you can enjoy this fruity, amber ale while gazing at the pink-tinged Hazards rock formation opposite.",,0kGi52,Wineglass Bay Brewing,False,brewery,
"Inspired by Tacoma's legacy of honest hard work, Wingman Brewers strives to create a strong selection of spirited, full-flavored beers for the South Sound region.",2011,xIWy3E,Wingman Brewers,False,brewery,http://wingmanbrewers.com
"Winter Park Beer Co is Florida’s first pico brewery serving unfiltered homebrew to the masses.

Our goal is to become a brewery that not only serves great beer but is also involved in the community. Winter Park Beer Co. is a new breed of brewery designed to educate those interested in beer and brewing while creating high quality unfiltered beer.",2012,zguFzI,Winter Park Beer Company,False,brewery,https://www.facebook.com/WinterParkBeer
A Bristol based brewery. Find our beer at destinations across the country and further afield. We hope you enjoy the drinking as much as we did the brewing.,,LplJ9X,Wiper and True,False,brewery,http://wiperandtrue.com/
"he Wisconsin Brewing Company brewhouse we're building is an exciting mixture of old world, artisan craftsmanship and state-of-the art brewing technology. Built in Hudson, WI, our German-engineered Huppmann Brewhouse will be capable of producing in excess of 100,000 barrels of Wisconsin craft beer annually. The tradition and history behind Huppmann goes back more than 130 years—perfect for true craft beer.

In addition to a great brew house, we have a one-barrel Pilot Brewery on site to develop many of our beers, as well as an event center for parties and other events. The event center also has a gift shop, where you can buy Wisconsin Brewing Company apparel, gift items, and of course, beer.

Put all these pieces together next to a scenic pond with access to bike trails and plenty of beautiful landscape and you can have one heck of a brewery experience.",2013,ho8CUc,Wisconsin Brewing Company,False,brewery,http://wisconsinbrewingcompany.com/
"MOOSEJAW, with their 15 barrel ""copper-clad"" brewhouse, serves 10 different styles of hand-crafted microbrews. They have the capacity to brew 500-1000 gallons of beer per day. Brewmaster Jamie Baertsch is feverishly working on seasonal flavors as well. These brews can be enjoyed at any of the three bars located within the brewpub.",,5R4Akp,Wisconsin Dells Brewing Co.,False,brewery,http://www.dellsmoosejaw.com/
"WISEACRE is a craft brewery committed to top quality, uniquely flavorful beer that appeals to passionate & progressive people through education & good times.  The brewery name comes from a term of endearment/scolding their grandmother used on the young troublemakers.  Brothers Davin & Kellan Bartosch dreamed up WISEACRE many moons ago & have been on an extensive quest procuring top-notch experience from around the globe to deliver the crunkest brewery possible in their groovy hometown of Memphis, TN.",2013,z5vsgx,Wiseacre Brewing Co.,False,brewery,http://wiseacrebrew.com/
We are an artisanal Denver brewery fueled by dreams and inspired by the limitless potential of craft beer since 2011…Join us on our journey!,2011,Wq1S61,Wit's End Brewing Company,False,brewery,http://witsendbrewing.com/
"Our little family started at the Witch's Hat in South Lyon in 2007 when we said ""I do"". When life dealt us lemons we decided to make beer. Here we are - trying our hand at the Beer Lover's Dream. Give us a taste :)",2007,3vJdrg,Witch's Hat Brewing Company,False,brewery,http://witchshatbrewing.com/
,,6N29O6,Woinemer Hausbrauerei,False,brewery,http://www.woinemer-brauerei.de/
"Our brewery is dedicated to brewing great tasting beers, supporting sustainable agriculture, and minimizing our impact on the environment.

100% Organic Hops and Malts",1997,Ff8SbR,Wolaver's Fine Organic Ales,True,brewery,http://www.wolavers.com/
"We are locally owned and are located in the heart of Vancouver Island. We are passionate about craft beer and about producing the best quality beer possible. Our beer is sold in bottles, growlers and kegs. We encourage you to try our beer and to continue to check back regularly for upcoming events, new products and where to find our beer. But you are always welcome to stop in and sample our beer and to meet our staff who are inspired daily by producing phenomenal beer and ensuring it gets out to beer lovers every where.",,UBPqyt,Wolf Brewing Company,False,brewery,http://www.wolfbrewingcompany.com/check.html
"Wolf Creek Brewery was founded as a brewpub in 1997 as ""Wolf Creek Restaurant & Brewing Co."" by Rob and Laina McFerren.  Brewer, Rob, has won many awards for his varied beer styles, including ""Howlin' Hefeweizen"" (Bavarian Hef) and ""Midnight Howl"" and India Black Ale.  In 2013, they expanded brewery operations and built a production facility in the Mann-Biomedical Park in Valencia.  June 2nd, 2014 marks the date of their first bottling run.  Cheers!",1997,99kGFS,Wolf Creek Restaurant and Brewery,False,brewery,http://www.wolfcreekbrewingco.com
"WOLF HILLS BREWING CO is a craft brewery located in historic Abingdon, Virginia. The brewery takes its name from the original appellation that Daniel Boone gave to the wilderness that became Abingdon. Tradition holds that Boone and his hunting companion spent a sleepless night along a hill on the Great Road after their dogs encountered a pack of wolves, which had a den in a nearby cave. Drawing from this rich history, Wolf Hills Brewing CO melds together time honored brewing methods using only the highest quality ingredients with modern beer styles inspired by the wide array of fragrant hops from the Pacific-Northwest. Wolf Hills brews in small batches that are only distributed in the Virginia Highlands. The result is a level of fresh, savory beer that is unmatched in this region. Discover one of our many styles for yourself . . . you’ll be howling for more.",,lTT4Ot,Wolf Hills Brewing Co,False,brewery,http://www.wolfhillsbrewing.com/
,,Ygzpr9,Wolf Hollow Brewing Company,False,brewery,http://www.wolfhollowbrewing.com/
,,K7r0e3,Wolf Pack Brewing,False,brewery,
,,wRZonU,Wolf Tongue Brewery,False,brewery,
"A family owned and operated craft brewery and restaurant, created as a result of our long and deepening love for both craft beer and food. WRB was born through the deep desire of the owners to create a gathering space for other craft beer and food lovers in the downtown Columbus community. Our goal is to build a microbrewery and restaurant that becomes a proud member of the community, where we provide our patrons with the best possible dining and drinking experience.

Our wonderful staff and team strive to offer the highest quality craft beer and a casual, comfortable restaurant environment inspired by a new American menu featuring fresh and seasonal ingredients.",,M1gpEp,Wolf's Ridge Brewing,False,brewery,http://wolfsridgebrewing.com
Wolfe Brewing Company has just opened in Pagosa Springs Colorado. Hand-crafted micro beers brewed on-site. Full menu available as well. Open 11am daily.,2014,SII4fs,Wolfe Brewing Company,False,brewery,http://www.wolfebrewingco.com/
"Wölffer Estate Vineyard is unquestionably a beautiful place. But the creation of it spanned over three decades and required a creative vision, an ability to bring dreams to reality and a great deal of dedicated hard work by many people. Christian Wölffer possessed the vision and, with the meticulous care of his professional team, built this special place – Wölffer Estate Vineyard.

The original parcel of land was a potato farm with an old farmhouse in what is now the middle of the estate. Over the years, as more acres were acquired, paddocks and stables were added and, in 1988, the vineyard was founded. This 55-acre vineyard is part of a 175-acre estate with boarding stables, 30 paddocks, an indoor jumping ring, and a Grand Prix field. Both the stables and winery have a European character and, from these former potato fields, world-class wines have come forth. Wölffer Estate Vineyard is an American winery in the classic European tradition.",1988,D7vKwm,Wolffer,False,brewery,http://www.wolffer.com/
,,O6zeqn,Wolnzacher Bürgerbraü AG,False,brewery,
"We are the proud brewers of Michigan's Most Drinkable Beers. We are the only microbrewery in Michigan that specializes in making lagers for everyone. What does this mean? It means that from light to dark, every beer we brew is designed to be a beer you can love.",2010,xoGGQz,Wolverine State Brewing Company,False,brewery,http://www.wolverinebeer.com/
"Wonderland Brewing Company is a new small batch brewery in Broomfield, Colorado, and our goal is to turn every frown upside down. Big dreams, a big property, and carefully crafted beers are our not-so-secret ingredients to do so. With 9,000-square-feet of space, 94 parking spots, and over an acre of outdoor fun, Wonderland Brewing Company offers a unique craft beer experience to beer-buffs of all sorts.

How can you get a unique craft beer experience at our brewery, you wonder? Hold a ping pong match on one of our six tournament-style ping pong tables that adorn our tasting room, burn those hard earned beer calories al fresco on our basketball courts, or simply take a seat in one of the largest tasting rooms around and enjoy a quality, hand-crafted brew. Thanks to our shocking space that's ideal for corporate outings, private parties, farmers markets, classic car shows, yoga classes, and more, Wonderland Brewing Company is an oasis for the community and beyond.

Enough bragging about our property, though. Wanna know why we chose to dive into the brewing industry?

Our passion for people, happiness, and the magic behind making beer inspires our team to bring the community together to celebrate life and cherish the ritual of beer. We truly treasure craft beer's gift of rallying friends and family, and we are excited for the opportunity to bring joy to beer-fanatics. Our head brewer values the art and science of brewing beer and has a philosophy entrenched in care for his creations, which will be discovered during every sip of our quality brews.

When you visit Wonderland, you'll find a creative crew that is committed to making you smile.

Please know that standards are set high for Wonderland Brewing Company in all aspects of our brewery.",,aKccxT,Wonderland Brewing Company,False,brewery,http://wonderlandbrewing.com/
,,rdNsfE,Wood Boat Brewing Company,False,brewery,http://www.woodboatbrewery.com/
,2011,NnBsYK,Woodcock Brothers Brewery,False,brewery,http://woodcockbrothersbrewery.com/
,,6szhIu,Woodcreek Brewing,False,brewery,
"Wooden Bear Brewing Company — Indiana’s newest microbrewery — is the first-ever brewery in Greenfield.  The brewery provides a casual, laid-back atmosphere where friends can gather and families can enjoy time together in beautiful downtown Greenfield.  Wooden Bear is located in the former Gant Opera House, which opened in 1895 just next door to Greenfield’s first firehouse.  All of our beers are hand-crafted with a lot of love, a little hops and the hope of making fellow craft beer lovers smile.",2014,iSg2uM,Wooden Bear Brewing Co.,False,brewery,http://woodenbearbrewing.com/
"The Wooden Legs Brewing Company name is tongue in cheek homage to Judge Wilmot Wood Brookings. Judge Brookings is a significant figure in history of South Dakota. The county and city were named after him although he only visited the city twice.

In February 1858, Brookings rode a horse from Sioux Falls to the Yankton area during a blizzard. His horse slipped and fell into Split Rock Creek in the freezing weather. Brookings made it safely to Yankton, but his wet legs had suffered such severe frostbite they both needed to be amputated. He spent the rest of his life using a pair of squeaky, wooden legs.",,06ughl,Wooden Legs Brewing Company,False,brewery,http://www.woodenlegsbrewing.com/
"Wooden Robot is a new urban farmhouse craft brewery that will be located in Charlotte, NC!",,zxMohP,Wooden Robot Brewery,False,brewery,http://woodenrobotbrewery.com/
,2010,LUXSHY,Wooden Shoe Brewing Company,False,brewery,http://woodenshoebrews.com/
,,bDFO0O,Wooden Skiff Brewing Company,False,brewery,http://www.woodenskiffbrewing.com/
,,YlIcwv,Woodforde's Norfolk Ales,False,brewery,
A contemporary artisan brewery focused on a unique beer experience. Located in the heart of Sonoma County. Opening Spring 2013...,,cQdUrC,Woodfour Brewing Company,False,brewery,http://w4brewing.com/
,,PHypw3,Woodgrain Brewing,False,brewery,http://www.woodgrainbrew.com
"Imaginative brew creations concocted by husband and wife team Rob and Keely Landerman, Dusty Schmidt, and Tom Dolan.
Handcrafted. Imaginative. Idahoan.",2014,0j4t2Z,Woodland Empire Ale Craft,False,brewery,http://www.woodlandempire.com
"We like to be outside, in the woods.  We love great beer.  Hops too.  We also happen to make some pretty damn good beer, we hope you'll think so too.


We found a great spot to make and share our beers.  We brew on a 5 bbl electric brewhouse and double batch into our 10 bbl jacketed fermenters once a week. (of course jacketed! Temperature control is a top priority in our brewery...).  We brew something new every week.  

Barrel aged beers (locally sourced barrels, lucky for us!) and cask ales will be two of the main focuses at Woodland.

Our hope is that you can stop by Woodland, check our our test planting of 18' tall rows of lupulin goodness, all while drinking either some ridiculously fresh ales fermented with locally grown ingredients OR a well aged Big 'Ol Beer.  Something new every week to try and multiple new offerings on Cask every Tuesday. 


Hope to see you soon.


-AJ, Keith, and Nick",2013,2pK0TL,Woodland Farm Hop & Fermentation,False,brewery,http://www.woodlandbeer.com/home.html
Custom Brewing Services and Brewpub at the Whistle Stop,,yiYdH5,Woodman Brewery,False,brewery,http://www.woodmanwi.com/
The Downtown Grill & Brewery is a nice brewpub downtown with patio seating on Gay Street as well as a back porch. The atmosphere is lodge-like with rich wood and copper brewing equipment. There is also a private room you can rent upstairs.,2006,IgdWNj,Woodruff Brewing Company,False,brewery,http://woodruffbrewing.com/
"Adventurous beer for curious drinkers. Brewed fresh in San Francisco and Oakland, CA.",,iB1f9m,Woods Beer Co.,True,brewery,http://www.woodsbeer.com/
Brewhouse located in historic downtown Woodstock.,2015,GF9GOM,Woodstock Brewhouse,False,brewery,http://woodstockbrewhouse.com/
"The Woodstock Inn opened in 1982.

The Woodstock Inn Brewery began brewing beer in 1995 on a 7 barrel system. We started as a Brew Pub with 8 different beers. As demand for our beers grew we added a 30 barrel production facility in 2012. We have two breweries on our property. The seven barrel brewery brews for our restaurant and does limited releases. The 30 barrel does all of our production and bottling. We do Brewery Tours every day at noon, seven days a week. There is a $5.00 charge, a pint glass a tasting is included. We also have a cask ale always on in the Brew Pub.  
 
The Brewery is open for breakfast, lunch and dinner, 7 days a week. We also have 33 well appointed guest rooms, we also have a function room for 165 for weddings and gatherings.  Please stop by for a visit.",1995,uEeGC0,Woodstock Inn Station & Brewery,False,brewery,http://www.woodstockinnbrewery.com/
"Woodward Avenue Brewers, or “WAB”, as we're affectionately called, is much more than a restaurant or bar. Established in 1997, The WAB has become a landmark along Woodward Avenue in Ferndale and has welcomed visitors – those in the neighborhood and those far and wide – for more than 16 years. Pioneers of the craft brew scene, WAB is the go-to gathering place for patrons to enjoy handcrafted brews, great food, friendly atmosphere and the action on historic Woodward Avenue.",1997,EkMJ0d,Woodward Avenue Brewers,False,brewery,http://www.thewabferndale.com/
"Woody’s Brewing Co. is a dream of many decades that has finally evolved from a love to consume and brew beer, to all other activities involved with it. We are a brewery that started out with three men’s passion to deliver good beer in a great atmosphere. We are believers of the do it yourself attitude and feel that mantra shines through in our high quality and artfully perfected ales. So... Do it yourself! Because it's your actions that matter.",,w2lD7U,Woody's Brewing Company,False,brewery,http://www.woodysbrewing.biz/
,,wNH1hi,WooHa Brewing Company,False,brewery,http://www.woohabrewing.com/
"Wop's Hops Brewing Co. is Sanford, Florida's first microbrewery. Come sample our fine Ales in our tasting room and beer garden. Dog friendly.",,ykwHM1,Wop's Hops Brewing Company,False,brewery,
"Working Man Brewing is Livermore’s newest brewery, located at 5542 Brisa Street, just off of Vasco Road.  Getting the brewery up and running has been a labor of love for the owners, taking the better part of 18 months to turn the space into a full production brewery.  We are excited to finally bring our love of beer and commitment to quality to Livermore, the Tri-Valley, and beyond.

Our story is one of two independent breweries, Mt. Diablo Brewing and Working Man Brewing Company, coming together to work on one common goal.  Both companies were founded by award-winning home brewers who have a passion to bring high quality, well crafted beer that is fresh and local.  A chance meeting brought these working men together; a shared vision now combines forces under one name, Working Man Brewing Company.

The company’s brewers have each have spent years working to perfect great beer recipes.  Beer geeks at heart, both will tinker and tweak the ingredients until the product is just right.  The main goal always being to make a beer they could be proud to share and proud to drink. We never let a beer go out the door that we don’t believe in.",2013,H8jawh,Working Man Brewing Company,False,brewery,http://www.workingmanbrewing.com/
,,TNnvJV,Workshop Brewpub,False,brewery,
"Winery Exchange was founded in 1999 and is headquartered in Novato, California, USA. The company maintains regional sales offices around the United States and international offices in the United Kingdom and Spain.

Winery Exchange is the only full-service, corporate brand, beverage alcohol company that sources beer, wine and spirits from the finest regions worldwide. The company was founded with the intent of blending extensive industry expertise with cutting-edge business practices. The result is a dynamic, fast-growing company poised to take advantage of new trends in the beverage alcohol industry.",1999,ytIKJu,"World Brews, Winery Exchange",False,brewery,http://www.wineryexchange.com/
Worcester's only brewery.  Winner of numerous awards including the 2014 US Open Grand National Champion.,2010,bKPbvo,Wormtown Brewery,False,brewery,http://www.wormtownbrewery.com/
"Backed by the support of countless friends and neighbors, Worth Brewing Company opened on March 17, 2007. Its owners, the husband-and-wife team of Peter Ausenhus and Margaret Bishop, have lived near Northwood since their purchase of a nearby farmhouse and acreage in 1998. Nebraska natives, Peter and Margaret lived and worked in Minneapolis for many years before moving to Worth County, where Peter’s grandparents had lived and farmed and where Peter had spent much time as a boy.

 Having already established Margaret’s engineering business in downtown Northwood, the couple turned next to Peter’s passion – brewing great beer. For 24 years, Peter has brewed award-winning beer, winning contests, teaching others and perfecting classic recipes along the way. He’s a BJCP National Beer Judge, has brewed professionally with Summit Brewing Company of St. Paul, Minn., and worked on staff at one of the country’s most popular brewing supply shops.

Worth Brewing Company is Peter and Margaret’s way of helping to reintroduce a great tradition – the locally owned brewery serving hand-crafted, high-quality, distinctive beers for the enjoyment of locals and lucky visitors. The nation’s small and mid-sized towns were once dotted with such breweries. Today, Worth Brewing – perhaps one of the world’s smallest craft brewers – brings a bit of those days back to delight the growing number of those who appreciate fine, locally brewed beers.",2007,5hWjSw,Worth Brewing Company,False,brewery,http://www.worthbrewing.com/
"Worthy Brewing Company opened its doors in early 2013, delivering remarkably balanced, filtered ales that are hand-crafted using premium ingredients and the pristine water from the Cascade Mountains in Bend, Oregon. Worthy’s campus includes a large outdoor biergarten, full restaurant, and a greenhouse and hop yard onsite for growing estate and experimental hops in conjunction with Oregon State University and Indie Hops.",2013,LnNf4b,Worthy Brewing,False,brewery,http://www.worthybrewing.com/
,,fE3e0J,Wrecker Brewing,False,brewery,
The most exciting new brewpub in Atlanta! A cornerstone of both Little Five Points and Inman Park at the corner of Moreland and Austin Ave. Brewpub on lower level facing Austin.,2011,GmYAZI,Wrecking Bar Brewpub,False,brewery,http://www.wreckingbarbrewpub.com/
"We think creating great beer is like cooking great food. There is a fine point where flavors are just right and it requires a deft hand in balancing those flavors. Our award-winning beers are a testament to that. Delicate, full-flavored balances that leave your taste buds happy, excited and perplexed are on the way.

We brew what inspires us. We are going to have a number of off-the-wall, locally inspired seasonals and a whole slew of barrel aged beers. Nothing is off limits...as long as it tastes good",2015,MljHmo,Wren House Brewing Co.,False,brewery,http://wrenhousebrewing.com/
,,XXuW67,Wrightsville Beach Brewery,False,brewery,http://www.wrightsvillebeachbrewery.com/
"WT Brews is a microbrewery located in Baldwinsville, NY.

As a New York State Farm Brewery we put our focus on local ingredients to hand craft all of our beers, including growing our own hops here at our farm, WT Acres.

We pride ourselves in brewing high quality, hand crafted beer that supports our local agriculture and community and showcases the best of New York.",2014,K9kryH,WT Brews,False,brewery,http://www.wtbrews.com
,1997,O4qGIu,Wuppertaler Brauhaus,False,brewery,http://www.wuppertalerbrauhaus.de/
,,B51R6M,Würzburger Hofbräu AG,False,brewery,
"The Wychwood Brewery is tucked away behind the main street of the market town of Witney, in the heart of the Oxfordshire Cotswolds. Witney is historically famous for its 3 Bs; its bread, its blankets and its beer. Brewing has taken place in Witney for centuries.",,nOkFFn,Wychwood Brewery,False,brewery,http://www.wychwood.co.uk/
"Wyder's® Cider was formulated in 1987 by cider master Ian Wyder who learned his craft in England at one of the UK's premier ciderys.

Wyder's Cider was first sold in Vancouver, Canada and was later introduced into the US market in Washington and Oregon. Northern California's Bay Area got a taste in 1993 and Wyder's Cider is now widely available throughout the Western US.",1987,22BrYf,Wyder's Cider Company,False,brewery,http://www.wyders.com/
,,eLufi6,Wye Valley Brewery,False,brewery,http://www.wyevalleybrewery.co.uk/
"A well established successful brewery in Northumberland, UK.",2000,UlgBzT,Wylam Brewery,False,brewery,http://www.wylambrewery.co.uk/
"Live Crafty. In the wind-swept hills of Pennsylvania you'll find historic farms that contain picturesque views of fields and orchards. Wyndridge Farm is a shining example of the natural beauty of these farms. Rustic but elegant, our farm has the heart of a historic Pennsylvania farm... with a soul that celebrates life.",,zEWBBt,Wyndridge Farm,False,brewery,http://www.wyndridge.com/
"Colorado’s first brewpub, Wynkoop Brewing Company was founded in 1988 by a group of young entrepreneurs and urban pioneers led by Denver's current Governor John Hickenlooper.

Our brewpub’s hallmarks -- highly acclaimed small-batch beers, high quality food & service, the city’s best pool hall and our glorious 1888 building -- helped make us a major catalyst for the revival of Lower Downtown Denver.

Today Wynkoop Brewing Company is a beer-blessed Denver institution, a must-visit Colorado landmark and one of the nation’s most revered craft breweries.

We’re also one of the city’s best places for private and corporate events. We’ve hosted everything from the Democratic National Convention parties to beer festivals, weddings and company conferences. (All with great beer and food.)

Today we’re expanding our downtown brewing efforts to deliver more of our ambitious, artisan-style craft beer to Denver’s best beer outlets. Look for cans of our beer in local stores and kegs of all of our beers at the area’s top bars and restaurants.",1988,GfdTrX,Wynkoop Brewing Company,False,brewery,http://www.wynkoop.com/brewery
"Wynwood Brewing Company is Miami’s first craft production brewery in the heart of Wynwood Art District, featuring a tap room. We are family owned and operated with the simple objective of bringing fresh, delicious, and creative beers to thirsty South Floridians and tourists alike. We operate a 15-barrel brewhouse and distribute our blond ale, IPA, Porter, barrel aged Strong Ales and seasonal offerings.",2011,i1FXcN,Wynwood Brewing Company,False,brewery,http://www.wynwoodbrewing.com/
"WYOld West Brewing Company features goods from Wyoming's sun-kissed harvest. Located in the heart of downtown Powell, Wyoming.",,hfm9Wj,WYOld West Brewing Company,False,brewery,http://wyoldwest.com/
"The World Famous Wonder Bar is home to the Wyoming State Brewing Company, Casper’s only premium microbrewery.

Brewmaster Ty Martinez handcrafts brews from the finest ingredients and leaves the beer unfiltered, resulting in nothing but pure, bold flavors. Our taps rotate constantly, so you always have something new to try.

Over the past few years, we have grown, but we’re still a small-town business with a few local employees who are as passionate about their beer as they are about the Wyoming lifestyle. They work hard  and are dedicated to the unofficial drink of our great state.

Craving an amazing small-batch beer? We make over 15 styles of beer—from Big Horn Black Ale with toasted malt to Oil City IPA, and Grandma Betty’s Pale Ale made with apricots—and we hope you enjoy them as much as we do.

Take home a fresh Wyoming State Brewing Company growler from our huge selection. Our brew flavors rotate regularly, so be sure to check out our Facebook page or website for the daily picks. And don’t forget your punch card. Fill 9 and get the 10th free.",,YyPy4g,Wyoming State Brewing Company,False,brewery,http://www.thewonderbar.com/
,,iyt82p,Wyoming Territory Brewing Company,False,brewery,http://www.buffalobillcodybeer.com/
,2008,Qywqcj,Xbeeriment,False,brewery,http://www.xbeeriment.dk/
"Dedicated to quality craft beer, & creating a culture of integrity for the everyday go-getter. Experience the weekend everyday. High Point, NC. 2015.",,dD3bU7,XII Tribes Brewing Company,False,brewery,http://www.twelvetribesbrewing.com
,,yLPdOG,Y Bridge Brewing Company,False,brewery,
"Yachats Brewing creates unique, high-quality beers celebrating the amazing beauty and culture of Yachats, OR",2015,iVXTk0,Yachats Brewing,False,brewery,http://yachatsbrewing.com
"The Yak and Yeti Brewpub is located in Olde Town Arvada and resides in an 1864 haunted Victorian brick mansion. Our 7 barrel brewhouse can be seen from the lobby near the bar. 

All our beers are handcrafted by our brewmaster, Adam Draeger. Seasonals beers are released monthly and sometimes weekly. Stop by for pint of craft beer or take home a growler today.",2008,De8Q5F,Yak & Yeti Brewpub,False,brewery,http://www.theyakandyeti.com/
"Yakima Craft Brewing Co. is a craft beer brewery located in the heart of North America's leading producer of hops, the Yakima Valley in the state of Washington. We produce high-quality craft ales and lagers with an emphasis on full-bodied taste and unique character. 

YCBC labels are available in the greater Yakima Valley and in many locations in the state of Washington (and occasionally, beyond).",,ey4s2u,Yakima Craft Brewing Co.,False,brewery,http://www.yakimacraftbrewing.com/
"The Yaletown Brewing Company is Vancouver's original and best Brewpub. Founded in 1994, just as the former warehouse district of Yaletown was just beginning to emerge as a destination for businesses and residents, the YBC was built with the vision of being a true neighbourhood pub - a welcoming gathering place whether you arrived dressed in a suit or flip-flops.",1994,VJ56AP,Yaletown Brewing,False,brewery,http://www.markjamesgroup.com/yaletown.html
Brewed In The Red Clay Hills Of North Mississippi,,rFWqUe,Yalobusha Brewing Company,False,brewery,http://www.yalobushabrewing.com
,,7cnuJq,Yamhill Brewing,False,brewery,
"We brew delicious beer in Lawrence, Kansas and sell it exclusively at Henry T's Bar & Grill.",2015,NaImxc,Yankee Tank Brewing Company,False,brewery,http://www.yankeetankbrewing.com/
"YARD OWL ales are brewed in a traditional European style. Hand crafted exclusivly by James Walsh and Kristop Brown, YARD OWL brews will be available at fine pubs, bodegas, farm markets, and local stores in the summer of 2012, the dawn of wisdom (by the pint.)",2012,KElhLo,Yard Owl Craft Brewery,False,brewery,http://www.yardowlcraftbrewery.com/
"In 1988, two cash-strapped collegiate wrestlers realized that they could sustain their thirst for quality beer without spending their modest savings at the local liquor store by brewing beer themselves. So began the friendship of Tom Kehoe and Jon Bovit.

As they made their way through college they continued to experiment with homebrewing and formulating new recipes. Proud of their product, they were eager to share it with friends. An instant favorite, it wasn't long until they realized their modest homebrewing operation wasn't going to be enough to satisfy the growing demand.

During the early 1990s, many breweries opened, and craft brewing started to gain popularity. Working in a small English-style brewery in Western Maryland, Tom Kehoe and Jon Bovit decided to take matters into their own hands, and in 1994, they founded Yards Brewing Company.",1994,jwWiTH,Yards Brewing Company,False,brewery,http://www.yardsbrewing.com/
"Yazoo Brewing began as just a dream, stoked by years of homebrewing in the basement. Linus and Lila Hall moved to Nashville from Mississippi in 1996, with Linus going to work as a tire engineer for Bridgestone and Lila as a curator for the Parthenon. Trying to make tires more round proved to be less fulfilling than making great beer, so with the encouragement of Lila, Linus quit his job, got a business degree from Vanderbilt and a craft-brewing education through a course at the American Brewer's Guild, and did an internship under Garrett Oliver at Brooklyn Brewery. Linus found a used 10 bbl brewing system from a brewpub in Iowa that had gone out of business, and went to work restoring a corner of the old Marathon Motorworks building for their brewery. Yazoo Brewing opened for business in Oct 2003, and quickly gained an enthusiastic local following.",2003,gUJBgl,Yazoo Brewing Company,False,brewery,http://www.yazoobrew.com/
Small brewpub located in Navarre FL. Located on Hwy 87. Brewery is a one barrel electric system.,2015,z3mU94,Ye Olde Brothers Brewery,False,brewery,http://www.yeoldebrothersbrewery.com
,2008,LruhhQ,Yeastie Boys,False,brewery,http://www.yeastieboys.co.nz/
,,DDPx51,Yegua Creek Brewing,False,brewery,
"YHCBW is a production brewery, sitting on the edge of our namesake, bringing craft brewing to the plains in an exciting way. Saddle up and help us bring this new ride to West Texas. Drink deeply and enjoy!",2010,KKyLlo,Yellow House Canyon Brew Works,False,brewery,http://www.yellowhousecanyonbrewworks.com/
"Yellow Springs Brewery is about creating more than just great tasting beer. We’re about Crafting Truth To Power. It’s a pretty simple concept, one that holds within it the purpose of self-expression and the promise of a stronger community.",,CYcZRc,Yellow Springs Brewery,False,brewery,http://yellowspringsbrewery.com
"Yellow Truck Brewing Company's owners, Ross and Amanda Franklin, aspire to have their brewery be among Asheville's great craft breweries!",,byFQ3n,Yellow Truck Brewing Company,False,brewery,http://yellowtruckbrewingcompany.com/
,,Cp589j,YellowBelly Brewery & Public House,False,brewery,http://www.yellowbellybrewery.com/
"Launched in late 2010 in downtown Huntsville, Yellowhammer Brewing seeks to bring Belgian and German tradition to Alabama. That means Euopean styles, but with a slight Southern interpretation.
Thanks to Free the Hops and the change in Alabama's formerly restrictive beer laws, creativity in brewing has come to Alabama.

At Yellowhammer, head brewer Keith Yager draws inspiration from both Belgian and German brewing traditions. An accomplished home brewer since 1995, Yager has designed numerous seasonal and specialty batches, from the Dark Hammer Belgian Quad to the UberAlt sticke ale. Other recurring ales are more experimental, blending styles, as with Tobacco Road, an imperial amber designed to complement a good cigar, or the occasional Lonesome Hop series, which spotlights the character of an individual hop. Yellowhammer is Yager's first commercial undertaking.

Yellowhammer Brewing opened on Oct. 16, 2010 with the best-selling Belgian white ale and the IPA. Other staples sold throughout the year include a German style altbier and the Miracle Worker, a potent Belgian tripel.",2010,BI8mE7,Yellowhammer Brewery,False,brewery,http://www.yellowhammerbrewery.com/
,,GHIewF,Yellowhead Brewery,False,brewery,http://www.yellowheadbrewery.com/
"The Yellowstone Valley Brewery is located near the historic downtown district of Billings, Montana. All our ales are hand brewed under the watchful eye of Chief Brewer, George Moncure, brewed by Caleb Lausch and Ryan Koga, and served to you by all of us with Tap Room manager Donnie Veltri.

All our fermenting tanks are computer temperature controlled to keep the yeast happy! All brews are monitored for the correct carbonation content, and then immediately bottled to ensure the freshest, best tasting beer possible!",,4AaNXK,Yellowstone Valley Brewing Co.,False,brewery,http://www.yellowstonevalleybrew.com/
,2015,Opal8e,Yergey Brewing,False,brewery,
